fold_id,group,output,mse,rmse,mae,r2,pearson_r,max_abs_error,p95_abs_error,saturation_rate_after_clip,mse_after_saturation,n,command_rate_mae
0,CONTACT_CANDIDATE,elevator_effective,0.0017150307539850473,0.04141293093562126,0.032505739480257034,-0.1322256326675415,0.26447473303531777,0.0815158411860466,0.06918536871671677,0.0,0.0017150307539850473,17,0.018338168039917946
0,CONTACT_CANDIDATE,throttle_command,0.008456234820187092,0.09195778518915176,0.07988152652978897,-0.0036166906356811523,0.4512996524478965,0.14218832552433014,0.1409013718366623,0.0,0.008456234820187092,17,0.012837114743888378
0,FINAL_APPROACH_ESTABLISHED,elevator_effective,0.000421763863414526,0.020536890253424644,0.013235094025731087,0.7933606505393982,0.9327491652621674,0.11917693167924881,0.04209376126527786,0.0,0.000421763863414526,1764,0.001858129515312612
0,FINAL_APPROACH_ESTABLISHED,throttle_command,0.011207117699086666,0.10586367547512054,0.08444146066904068,0.35977476835250854,0.6925522533288974,0.4901391267776489,0.20918039977550507,0.0,0.011207117699086666,1764,0.0061777010560035706
0,FLARE,elevator_effective,0.0016644615679979324,0.04079781472682953,0.02981429360806942,0.4300363063812256,0.7103758136106086,0.15948304533958435,0.08531881123781204,0.0,0.0016644615679979324,212,0.012771211564540863
0,FLARE,throttle_command,0.028064629063010216,0.1675250083208084,0.14526133239269257,-0.1568613052368164,0.2781377025352432,0.3157411515712738,0.3097032606601715,0.0,0.028064629063010216,212,0.0061761378310620785
1,CONTACT_CANDIDATE,elevator_effective,0.025695011019706726,0.16029663383960724,0.14325588941574097,-2.5650370121002197,0.6398648619792053,0.21908339858055115,0.2155611217021942,0.0,0.025695011019706726,6,0.04692241549491882
1,CONTACT_CANDIDATE,throttle_command,0.02608395181596279,0.16150526702404022,0.16146819293498993,,,0.16594764590263367,0.165859654545784,0.0,0.02608395181596279,6,0.004468867089599371
1,FINAL_APPROACH_ESTABLISHED,elevator_effective,0.00014785840176045895,0.012159704230725765,0.009084545075893402,0.6989501714706421,0.8554328008780389,0.05049002170562744,0.02521849423646927,0.0,0.00014785840176045895,908,0.0017116600647568703
1,FINAL_APPROACH_ESTABLISHED,throttle_command,0.00539415841922164,0.07344493269920349,0.05582365766167641,0.7389523386955261,0.9242115793419883,0.20427554845809937,0.13073191046714783,0.0,0.00539415841922164,908,0.0026914344634860754
1,FLARE,elevator_effective,0.004607236944139004,0.06787662953138351,0.054843924939632416,0.005088448524475098,0.6488376702534256,0.1896502673625946,0.14906767010688782,0.0,0.004607236944139004,115,0.013207860291004181
1,FLARE,throttle_command,0.022747183218598366,0.15082170069217682,0.1438029706478119,-0.10932290554046631,0.5823000836707611,0.19595545530319214,0.19412373006343842,0.0,0.022747183218598366,115,0.005727086216211319
2,FINAL_APPROACH_ESTABLISHED,elevator_effective,0.0001661362184677273,0.012889384292066097,0.00936970580369234,0.815044641494751,0.9096907640708731,0.06468943506479263,0.02681259624660015,0.0,0.0001661362184677273,897,0.0032529421150684357
2,FINAL_APPROACH_ESTABLISHED,throttle_command,0.019776836037635803,0.14063014090061188,0.10594699531793594,0.6417709589004517,0.8230175844493666,0.3735826015472412,0.31656813621520996,0.0,0.019776836037635803,897,0.005674697924405336
2,FLARE,elevator_effective,0.00451609818264842,0.06720191985368729,0.047457024455070496,0.3717750310897827,0.7120755493277936,0.18407350778579712,0.14864136278629303,0.0,0.00451609818264842,101,0.020226292312145233
2,FLARE,throttle_command,0.0021919989958405495,0.04681878909468651,0.03918808698654175,,,0.08943754434585571,0.08431729674339294,0.0,0.0021919989958405495,101,0.005955046508461237
3,CONTACT_CANDIDATE,elevator_effective,0.002732484368607402,0.05227316915988922,0.04531007260084152,-0.016884326934814453,0.5926641416185233,0.11874368041753769,0.0919136255979538,0.0,0.002732484368607402,75,0.009693911299109459
3,CONTACT_CANDIDATE,throttle_command,0.020812861621379852,0.14426663517951965,0.1422978788614273,-1.1353209018707275,-0.2549183764417639,0.18059521913528442,0.17441853880882263,0.0,0.020812861621379852,75,0.00747986976057291
3,FINAL_APPROACH_ESTABLISHED,elevator_effective,0.00024638380273245275,0.01569661684334278,0.01125118788331747,0.8032941818237305,0.9031319562374376,0.10829798877239227,0.030665146186947823,0.0,0.00024638380273245275,947,0.004952835850417614
3,FINAL_APPROACH_ESTABLISHED,throttle_command,0.010029149241745472,0.10014563798904419,0.08323924243450165,0.8251295685768127,0.9598366029145474,0.2252575308084488,0.18045692145824432,0.0,0.010029149241745472,947,0.004669372923672199
3,FLARE,elevator_effective,0.0018900700379163027,0.04347493499517441,0.033668119460344315,0.4030737280845642,0.6616816824768055,0.10753104090690613,0.09188610315322876,0.0,0.0018900700379163027,60,0.01612376607954502
3,FLARE,throttle_command,0.003978474531322718,0.06307514756917953,0.05890222638845444,-6.152346611022949,0.07810130204356905,0.08936062455177307,0.08769068866968155,0.0,0.003978474531322718,60,0.005493624601513147
4,CONTACT_CANDIDATE,elevator_effective,0.033665258437395096,0.18348094820976257,0.1691603809595108,-14.071651458740234,0.028158583746682425,0.525341272354126,0.20878849923610687,0.0,0.033665258437395096,84,0.01580113172531128
4,CONTACT_CANDIDATE,throttle_command,0.07164599746465683,0.2676677107810974,0.2549288868904114,,,0.40214619040489197,0.2980932593345642,0.0,0.07164599746465683,84,0.024537919089198112
4,FINAL_APPROACH_ESTABLISHED,elevator_effective,0.0004132773319724947,0.020329223945736885,0.014703530818223953,0.8123700022697449,0.9106596452800836,0.11411727964878082,0.04042311757802963,0.0,0.0004132773319724947,1050,0.006988874636590481
4,FINAL_APPROACH_ESTABLISHED,throttle_command,0.008837530389428139,0.09400814026594162,0.07059075683355331,0.6729247570037842,0.8454645369722407,0.27399155497550964,0.21248705685138702,0.0,0.008837530389428139,1050,0.004610945004969835
4,FLARE,elevator_effective,0.021513814106583595,0.14667588472366333,0.10628929734230042,-0.6757234334945679,-0.1786293657032457,0.45721113681793213,0.2972249388694763,0.0,0.021513814106583595,125,0.021284865215420723
4,FLARE,throttle_command,0.01685275137424469,0.1298181414604187,0.09661589562892914,,,0.36845508217811584,0.3240112066268921,0.0,0.01685275137424469,125,0.01780976541340351
5,CONTACT_CANDIDATE,elevator_effective,0.03986033797264099,0.19965054094791412,0.16445982456207275,-1.2039210796356201,-0.2480259955566069,0.6826356053352356,0.3843109905719757,0.0,0.03986033797264099,375,0.01339990459382534
5,CONTACT_CANDIDATE,throttle_command,0.0046647461131215096,0.06829894334077835,0.06060391291975975,,,0.23228897154331207,0.12463981658220291,0.0,0.0046647461131215096,375,0.0013330476358532906
5,FINAL_APPROACH_ESTABLISHED,elevator_effective,0.00011443442781455815,0.010697402991354465,0.007920502685010433,0.7532249093055725,0.9071988747270971,0.059009939432144165,0.02176586352288723,0.0,0.00011443442781455815,875,0.0027164353523403406
5,FINAL_APPROACH_ESTABLISHED,throttle_command,0.007468790747225285,0.08642216771841049,0.05269559845328331,0.7662724852561951,0.8785710593424377,0.3651464879512787,0.1797332614660263,0.0,0.007468790747225285,875,0.003676597261801362
5,FLARE,elevator_effective,0.0020599260460585356,0.045386407524347305,0.0337594598531723,0.466217041015625,0.739479639341517,0.12075469642877579,0.10572359710931778,0.0,0.0020599260460585356,56,0.016876615583896637
5,FLARE,throttle_command,0.051900867372751236,0.2278176248073578,0.2260316163301468,,,0.2640435993671417,0.25970542430877686,0.0,0.051900867372751236,56,0.005240770988166332
6,CONTACT_CANDIDATE,elevator_effective,0.01847929134964943,0.13593855500221252,0.130022332072258,-19.796470642089844,0.46964347344186186,0.2352156639099121,0.2057126760482788,0.0,0.01847929134964943,61,0.009689968079328537
6,CONTACT_CANDIDATE,throttle_command,0.022736571729183197,0.15078650414943695,0.14990200102329254,,,0.19192254543304443,0.17867307364940643,0.0,0.022736571729183197,61,0.0018953639082610607
6,FINAL_APPROACH_ESTABLISHED,elevator_effective,0.0017805491806939244,0.04219655320048332,0.03499851003289223,0.34894055128097534,0.7163464356323185,0.10098105669021606,0.07404527068138123,0.0,0.0017805491806939244,698,0.003990459721535444
6,FINAL_APPROACH_ESTABLISHED,throttle_command,0.06616419553756714,0.25722402334213257,0.22945384681224823,0.5896754264831543,0.9371103993251243,0.4117617905139923,0.3678286373615265,0.0,0.06616419553756714,698,0.004926012363284826
6,FLARE,elevator_effective,0.003557845251634717,0.05964767560362816,0.04395810887217522,-0.6524217128753662,0.5054833998353987,0.2393953800201416,0.1279054433107376,0.0,0.003557845251634717,115,0.015839489176869392
6,FLARE,throttle_command,0.05154619738459587,0.22703787684440613,0.2248867303133011,,,0.3560252785682678,0.2692970931529999,0.0,0.05154619738459587,115,0.0031496684532612562
7,CONTACT_CANDIDATE,elevator_effective,0.0030245587695389986,0.05499598756432533,0.04269569367170334,0.2434435486793518,0.5023179625232537,0.11709214746952057,0.10841725021600723,0.0,0.0030245587695389986,54,0.017490699887275696
7,CONTACT_CANDIDATE,throttle_command,0.0009719572844915092,0.031176229938864708,0.025665057823061943,,,0.05716535449028015,0.05554491654038429,0.0,0.0009719572844915092,54,0.005070024635642767
7,FINAL_APPROACH_ESTABLISHED,elevator_effective,0.000352664093952626,0.01877935230731964,0.01370169036090374,0.6493354439735413,0.8484699952726529,0.1177840530872345,0.035471826791763306,0.0,0.000352664093952626,918,0.005816018674522638
7,FINAL_APPROACH_ESTABLISHED,throttle_command,0.009856179356575012,0.0992782935500145,0.08497647196054459,0.41037994623184204,0.7998505608810946,0.2511516809463501,0.17239367961883545,0.0,0.009856179356575012,918,0.007120206486433744
7,FLARE,elevator_effective,0.002471946645528078,0.04971867427229881,0.03847166523337364,-0.050931572914123535,0.4741107051444911,0.148488387465477,0.08752112835645676,0.0,0.002471946645528078,60,0.022574014961719513
7,FLARE,throttle_command,0.004130792338401079,0.0642712414264679,0.05594654008746147,-29464912.0,0.4762614359020665,0.1740981638431549,0.10796786844730377,0.0,0.004130792338401079,60,0.00580976065248251
8,CONTACT_CANDIDATE,elevator_effective,0.00924333930015564,0.09614228457212448,0.08227509260177612,-2.2545580863952637,0.19386665954731558,0.15539439022541046,0.15396708250045776,0.0,0.00924333930015564,11,0.04043404012918472
8,CONTACT_CANDIDATE,throttle_command,0.03453758731484413,0.18584291636943817,0.1840037852525711,,,0.23561576008796692,0.23525401949882507,0.0,0.03453758731484413,11,0.01412908174097538
8,FINAL_APPROACH_ESTABLISHED,elevator_effective,0.00024137315631378442,0.015536188147962093,0.0120355524122715,0.8009722232818604,0.9188742395813457,0.07213981449604034,0.030542893335223198,0.0,0.00024137315631378442,970,0.003506939159706235
8,FINAL_APPROACH_ESTABLISHED,throttle_command,0.015856686979532242,0.12592333555221558,0.10166025906801224,0.4086341857910156,0.716734577892067,0.25212088227272034,0.2282470315694809,0.0,0.015856686979532242,970,0.004896828439086676
8,FLARE,elevator_effective,0.002530616009607911,0.05030522868037224,0.03871855512261391,0.4916348457336426,0.7202373108985201,0.14637981355190277,0.1143413782119751,0.0,0.002530616009607911,108,0.012303552590310574
8,FLARE,throttle_command,0.01696840487420559,0.1302628368139267,0.12717951834201813,,,0.1920948624610901,0.1651020050048828,0.0,0.01696840487420559,108,0.005672025959938765
9,CONTACT_CANDIDATE,elevator_effective,0.0016079001361504197,0.040098629891872406,0.03195324167609215,-1.2326743602752686,0.3299717922740263,0.08736312389373779,0.08504766970872879,0.0,0.0016079001361504197,22,0.011073876172304153
9,CONTACT_CANDIDATE,throttle_command,0.00010103992826770991,0.010051862336695194,0.008838019333779812,,,0.018880248069763184,0.018502172082662582,0.0,0.00010103992826770991,22,0.002561497502028942
9,FINAL_APPROACH_ESTABLISHED,elevator_effective,0.0008817263878881931,0.029693877324461937,0.018719850108027458,0.6210377216339111,0.85459064827076,0.11448487639427185,0.07004392147064209,0.0,0.0008817263878881931,663,0.003234774572774768
9,FINAL_APPROACH_ESTABLISHED,throttle_command,0.026455814018845558,0.16265243291854858,0.12506534159183502,-0.5902303457260132,0.4288469633566443,0.49437206983566284,0.35189685225486755,0.0,0.026455814018845558,663,0.005049870349466801
9,FLARE,elevator_effective,0.0022127979900687933,0.047040387988090515,0.03598532825708389,-2.6033239364624023,-0.06339799002882744,0.09255263209342957,0.0789908915758133,0.0,0.0022127979900687933,303,0.0036985024344176054
9,FLARE,throttle_command,0.004430909175425768,0.06656507402658463,0.05915389955043793,-0.4961204528808594,0.8345829510843401,0.2240908145904541,0.10225852578878403,0.0,0.004430909175425768,303,0.0020375452004373074
10,CONTACT_CANDIDATE,elevator_effective,0.0032079501543194056,0.056638769805431366,0.05209960415959358,-1.8405218124389648,0.34902757275262436,0.08439207822084427,0.08377713710069656,0.0,0.0032079501543194056,27,0.006255552638322115
10,CONTACT_CANDIDATE,throttle_command,0.01188682485371828,0.1090267151594162,0.10889795422554016,,,0.11763643473386765,0.11753518879413605,0.0,0.01188682485371828,27,0.0009330075699836016
10,FINAL_APPROACH_ESTABLISHED,elevator_effective,0.00029546156292781234,0.017188996076583862,0.013219662941992283,0.884004533290863,0.9720852996011993,0.10009405016899109,0.036123126745224,0.0,0.00029546156292781234,717,0.002251820871606469
10,FINAL_APPROACH_ESTABLISHED,throttle_command,0.00978772435337305,0.09893292933702469,0.08421970158815384,0.5886573195457458,0.8862836510570395,0.24783378839492798,0.18725436925888062,0.0,0.00978772435337305,717,0.004496007226407528
10,FLARE,elevator_effective,0.0014159508282318711,0.03762912377715111,0.03025892749428749,0.6088112592697144,0.8467097691146226,0.1234038919210434,0.07603966444730759,0.0,0.0014159508282318711,100,0.006556299980729818
10,FLARE,throttle_command,0.014846201054751873,0.12184498459100723,0.12154041230678558,,,0.13633644580841064,0.1337544173002243,0.0,0.014846201054751873,100,0.001454883604310453
11,CONTACT_CANDIDATE,elevator_effective,0.008855673484504223,0.0941045880317688,0.09324782341718674,-45.9788818359375,0.8590368093995565,0.12842725217342377,0.11534658074378967,0.0,0.008855673484504223,11,0.009915775619447231
11,CONTACT_CANDIDATE,throttle_command,0.023811953142285347,0.15431122481822968,0.15424871444702148,,,0.1643550544977188,0.16134226322174072,0.0,0.023811953142285347,11,0.0020784661173820496
11,FINAL_APPROACH_ESTABLISHED,elevator_effective,0.00024135527200996876,0.015535612590610981,0.01199999637901783,0.7150858640670776,0.9149081137882065,0.07137688994407654,0.029238056391477585,0.0,0.00024135527200996876,784,0.0029230148065835238
11,FINAL_APPROACH_ESTABLISHED,throttle_command,0.02502528764307499,0.15819382667541504,0.13844814896583557,-0.5141528844833374,0.324067060409225,0.3870794177055359,0.23929788172245026,0.0,0.02502528764307499,784,0.005989823956042528
11,FLARE,elevator_effective,0.0017319362377747893,0.0416165366768837,0.028208384290337563,-0.28668689727783203,0.4905157853619666,0.14145642518997192,0.08875314146280289,0.0,0.0017319362377747893,99,0.011774910613894463
11,FLARE,throttle_command,0.03452784940600395,0.1858167052268982,0.17972782254219055,-0.0019878149032592773,0.303387417642774,0.24214112758636475,0.2385154813528061,0.0,0.03452784940600395,99,0.008057260885834694
12,CONTACT_CANDIDATE,elevator_effective,0.0042185490019619465,0.0649503543972969,0.06367973238229752,-0.22671198844909668,0.8693278860553332,0.11364033073186874,0.07601440697908401,0.0,0.0042185490019619465,52,0.007321676705032587
12,CONTACT_CANDIDATE,throttle_command,0.01064304169267416,0.10316511988639832,0.10284546762704849,,,0.11511534452438354,0.11345908045768738,0.0,0.01064304169267416,52,0.0014303586212918162
12,FINAL_APPROACH_ESTABLISHED,elevator_effective,0.00034212975879199803,0.01849674992263317,0.012715838849544525,0.535151481628418,0.7765492904061412,0.07956203818321228,0.043824564665555954,0.0,0.00034212975879199803,887,0.003602210897952318
12,FINAL_APPROACH_ESTABLISHED,throttle_command,0.030753711238503456,0.1753673553466797,0.12311380356550217,0.333709180355072,0.6163699647883782,0.7617883086204529,0.2450920194387436,0.0,0.030753711238503456,887,0.005231507122516632
12,FLARE,elevator_effective,0.00193665677215904,0.04400746151804924,0.03802317753434181,-0.30031776428222656,0.6702125890181013,0.12142544984817505,0.07304605841636658,0.0,0.00193665677215904,85,0.01114571187645197
12,FLARE,throttle_command,0.0044988906010985374,0.0670737698674202,0.06596573442220688,,,0.09234464168548584,0.08791730552911758,0.0,0.0044988906010985374,85,0.0012539309682324529
