column_name,dtype,unit,min,max,mean,std,n_unique,missing_count,inf_count,is_constant,is_near_constant,duplicate_of,conversion_relation,selected_for_baseline,role,exclusion_reason
/instrumentation[0]/adf[0]/rotation-deg[0],float64,deg,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/engines[0]/engine[0]/egt-bug-norm[0],float64,norm[0..1 or -1..1],0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/fdm[0]/jsbsim[0]/sounds[0]/stall-horn-volume-actual[0],float64,,0.0,1.0,0.010035590099962344,0.09594000361499304,467,0,0,False,False,,,False,excluded,not_in_v1_feature_schema_sections14_15
/fdm[0]/jsbsim[0]/sounds[0]/stall-horn-pitch-actual[0],float64,,0.899999976,1.100000023841858,0.9022315434574975,0.020928084068801357,9,0,0,False,False,,,False,excluded,not_in_v1_feature_schema_sections14_15
/environment[0]/aircraft-effects[0]/cabin-heat-set[0],float64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/environment[0]/aircraft-effects[0]/cabin-air-set[0],float64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/fdm[0]/jsbsim[0]/inertia[0]/pointmass-weight-lbs[0],float64,,170.0,170.0,170.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/fdm[0]/jsbsim[0]/inertia[0]/pointmass-weight-lbs[1],float64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/fdm[0]/jsbsim[0]/inertia[0]/pointmass-weight-lbs[2],float64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/fdm[0]/jsbsim[0]/inertia[0]/pointmass-weight-lbs[3],float64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
/fdm[0]/jsbsim[0]/inertia[0]/pointmass-weight-lbs[4],float64,,0.0,0.0,0.0,0.0,1,0,0,True,False,,,False,excluded,constant_or_not_applicable_to_c172p
